147,FEMA,FEMA-0727,2704-06 Urquhart Street,2704 URQUHART ST,41062916,2,1/11/2012,1/13/2012,"(29.9704719920001, -90.048441487999995)"
148,FEMA,FEMA-0728,1229 Feliciana Street,1229 FELICIANA ST,41065079,1,6/26/2012,6/28/2012,"(29.969294060999999, -90.044375197999997)"
149,FEMA,FEMA-0732,1802 Mandeville Street,1802 MANDEVILLE ST,41067443,1,5/11/2012,5/12/2012,"(29.975873921000101, -90.055228544000002)"
150,FEMA,FEMA-0737,3427 Urquhart Street,3427 URQUHART ST,41070400,2,1/13/2012,1/14/2012,"(29.968867794000101, -90.039171390999996)"
151,FEMA,FEMA-0738,1312 France Street,1312 FRANCE ST,41070439,1,6/25/2012,6/25/2012,"(29.967577760000001, -90.033096721999996)"
152,FEMA,FEMA-0750,1700-02 Saint Anthony Street,1700 ST ANTHONY ST,41072272,2,5/14/2012,5/15/2012,"(29.9744426990001, -90.062226182000003)"
153,FEMA,FEMA-0762,2417 Piety Street,2417 PIETY ST,41061183,1,5/9/2012,5/10/2012,"(29.980780861, -90.037175124000001)"
154,FEMA,FEMA-0766,2828-30 North Rocheblave Street,2828 N ROCHEBLAVE ST,41061986,2,1/11/2012,1/12/2012,"(29.982227836000099, -90.046696729000004)"
155,FEMA,FEMA-0777,2018 Desire Street,2018 DESIRE ST,41064734,1,6/11/2012,6/11/2012,"(29.9765169930001, -90.037882769000007)"
156,FEMA,FEMA-0781,3050 North Galvez Street,3050 N GALVEZ ST,41065428,1,1/23/2012,1/23/2012,"(29.977697638000102, -90.041629657000001)"
157,FEMA,FEMA-0783,2420-22 Franklin Avenue,2420 FRANKLIN AVE,41065496,2,2/16/2012,2/17/2012,"(29.98278307, -90.049136566999906)"
158,FEMA,FEMA-0788,2121 Independence Street,2121 INDEPENDENCE ST,41066427,1,1/25/2012,1/25/2012,"(29.9769790490001, -90.034627917999998)"
159,FEMA,FEMA-0793,2508 Desire Street,2508 DESIRE ST,41067502,1,1/24/2012,1/25/2012,"(29.981517483000101, -90.036371527)"
160,FEMA,FEMA-0804,2421-23 Music Street,2421 MUSIC ST,41069848,2,5/2/2012,5/4/2012,"(29.982579802, -90.051832383000004)"
161,FEMA,FEMA-0806,2327 Louisa Street,2327 LOUISA ST,41069872,1,2/6/2012,2/7/2012,"(29.980136601000002, -90.038285802999994)"
162,FEMA,FEMA-0830,1965 North Rocheblave Street,1965 N ROCHEBLAVE ST,41074797,1,5/31/2012,6/1/2012,"(29.981549494999999, -90.065473108999996)"
163,FEMA,FEMA-0839,1688 Florida Avenue,1688 FLORIDA AVE,41076235,1,2/16/2012,2/17/2012,"(29.989446206, -90.070657683999997)"
164,FEMA,FEMA-0841,2054 Florida Avenue,2054 FLORIDA AVE,41076247,1,1/9/2012,1/10/2012,"(29.986119082000101, -90.061390640999903)"
165,FEMA,FEMA-0845,2421-23  Touro Street,2421 TOURO ST,41077446,1,8/12/2012,8/15/2012,"(29.982042387, -90.060155355999896)"
166,FEMA,FEMA-0848,2139-41 Law Street,2139 LAW ST,41077796,2,5/25/2012,5/26/2012,"(29.983697433, -90.060293862999998)"
167,FEMA,FEMA-0851,2417-19 Saint Anthony Street,2417 ST ANTHONY ST,41077891,2,1/4/2012,1/5/2012,"(29.981913243000101, -90.062366417000007)"
168,FEMA,FEMA-0856,2101 Mazant Street,2101 MAZANT ST,41068335,1,5/28/2012,5/29/2012,"(29.975770632, -90.031151926000007)"
169,FEMA,FEMA-0857,1901 Saint Ferdinand Street,1901 ST FERDINAND ST,41068981,1,1/20/2012,1/21/2012,"(29.976887041000101, -90.045193287000004)"
170,FEMA,FEMA-0862,6305 North Miro Street,6305 N MIRO ST,41119655,1,5/9/2012,5/9/2012,"(29.9699102320001, -90.003563018999998)"
171,FEMA,FEMA-0865,2513 Roffignac Street,2513 ROFFIGNAC ST,41123728,1,5/24/2012,5/25/2012,"(29.974962391000101, -90.007463790000003)"
172,FEMA,FEMA-0868,1928 Charbonnet Street,1928 CHARBONNET ST,41120325,1,6/6/2012,6/6/2012,"(29.969621109000101, -90.011322343000003)"
173,FEMA,FEMA-0869,2105-07 Egania Street,2105 EGANIA ST,41120342,2,1/9/2012,1/10/2012,"(29.972378592999998, -90.016045925)"
174,FEMA,FEMA-0870,2109 Egania Street,2109 EGANIA ST,41120343,1,5/22/2012,5/23/2012,"(29.972452958000101, -90.015863820999996)"
